Id,Label,timeset,Degree,clustering,triangles,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,componentnumber
1808,,,4,1,6,9,8,0.246152,0.254859,0,0.001628,0
1812,,,6,0.533333,8,9,8,0.263813,0.27342,34034.059523,0.003615,0
2473,,,56,0.303896,468,9,8,0.291482,0.306699,41220.189619,0.042132,0
2558,,,38,0.359886,253,9,8,0.300106,0.315159,16176.399336,0.047135,0
2679,,,39,0.326586,242,31,8,0.310739,0.326644,75783.67617,0.064778,0
4639,,,12,0.212121,14,23,8,0.279321,0.290751,122860.520345,0.007125,0
4640,,,5,0.5,5,23,8,0.237307,0.244021,11.5,0.000967,0
4641,,,2,1,1,23,8,0.237294,0.243954,0,0.000645,0
4642,,,43,0.249169,225,8,8,0.308308,0.327247,288758.11601,0.069765,0
4643,,,9,0.444444,16,23,8,0.261498,0.271373,2161.402314,0.003439,0
4644,,,12,0.378788,25,23,8,0.249696,0.258571,25013.575046,0.002959,0
4645,,,38,0.159317,112,23,8,0.272891,0.284215,342000.925675,0.009594,0
4646,,,6,0.8,12,23,8,0.249678,0.258462,737.785819,0.002353,0
4647,,,9,0.388889,14,9,8,0.286262,0.300497,16952.002098,0.014316,0
4648,,,1,0,0,9,8,0.237292,0.243939,0,0.000551,0
4649,,,8,0.642857,18,23,8,0.261032,0.271892,8526.955288,0.003994,0
4650,,,8,0.321429,9,117,8,0.23731,0.244063,134765.333333,0.001167,0
4651,,,27,0.245014,86,23,8,0.276872,0.288244,165376.52158,0.008514,0
4652,,,10,0.288889,13,23,8,0.263949,0.275418,135277.290093,0.005406,0
4653,,,2,0,0,3,8,0.243743,0.250038,897.174793,0.000864,0
4655,,,3,0.333333,1,23,8,0.2373,0.243981,67386,0.000729,0
4656,,,7,0.666667,14,23,8,0.26396,0.275413,647.147713,0.005221,0
4657,,,3,1,3,23,8,0.2373,0.243984,0,0.000793,0
4658,,,1,0,0,9,8,0.237292,0.243939,0,0.000551,0
4659,,,1,0,0,9,8,0.237292,0.243939,0,0.000551,0
4660,,,9,0.777778,28,9,8,0.261914,0.273835,245.761241,0.009338,0
4661,,,6,1,15,23,8,0.237436,0.244101,0,0.001069,0
4662,,,6,1,15,23,8,0.237436,0.244101,0,0.001069,0
4663,,,9,0.527778,19,23,8,0.250828,0.259696,3007.916096,0.002561,0
4664,,,6,1,15,23,8,0.237436,0.244101,0,0.001069,0
4665,,,6,1,15,23,8,0.237436,0.244101,0,0.001069,0
4666,,,3,1,3,9,8,0.26123,0.270416,0,0.002962,0
4667,,,7,0.238095,5,9,8,0.273801,0.286256,98196.071317,0.009458,0
4668,,,1,0,0,9,8,0.237292,0.243939,0,0.000551,0
4669,,,2,1,1,23,8,0.237299,0.243969,0,0.000699,0
4670,,,1,0,0,9,8,0.237292,0.243939,0,0.000551,0
4671,,,11,0.345455,19,8,8,0.251451,0.260991,16611.368612,0.002578,0
4672,,,3,1,3,117,8,0.237302,0.243989,0,0.00074,0
4673,,,3,1,3,117,8,0.237302,0.243989,0,0.00074,0
4674,,,2,1,1,117,8,0.2373,0.243974,0,0.00065,0
4675,,,1,0,0,9,8,0.237292,0.243939,0,0.000551,0
1244,,,59,0.344243,589,9,8,0.314542,0.333515,85792.591313,0.107205,0
1917,,,16,0.333333,40,9,8,0.280918,0.294038,5363.150924,0.015443,0
2261,,,26,0.307692,100,31,8,0.306784,0.322475,59946.913969,0.037309,0
2415,,,5,0.5,5,21,8,0.261684,0.270939,26651.569872,0.00304,0
3785,,,11,0.109091,6,3,8,0.307302,0.323537,328568.384546,0.024042,0
4097,,,28,0.248677,94,9,8,0.28064,0.293519,18031.730998,0.021545,0
4111,,,4,1,6,9,8,0.268567,0.278927,0,0.005531,0
4395,,,22,0.372294,86,9,8,0.278101,0.290134,6351.248133,0.0161,0
4921,,,12,0.393939,26,9,8,0.276041,0.288115,3292.987137,0.011023,0
4931,,,4,0.833333,5,9,8,0.261345,0.270691,57.452786,0.003217,0
4954,,,3,1,3,9,8,0.265664,0.27566,0,0.004694,0
5531,,,16,0.283333,34,21,8,0.266667,0.27624,105388.917849,0.004486,0
5532,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5533,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5534,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5535,,,4,1,6,21,8,0.255924,0.264091,0,0.001785,0
5537,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5538,,,3,1,3,21,8,0.255922,0.264076,0,0.001664,0
5539,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5540,,,4,0.5,3,45,8,0.255897,0.264027,22265.540253,0.001703,0
5541,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5542,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5543,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5544,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5545,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5546,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5547,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5548,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5549,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5550,,,7,1,21,21,8,0.256955,0.265099,0,0.002184,0
5551,,,2,1,1,9,8,0.262612,0.272552,0,0.003409,0
5554,,,11,0.581818,32,21,8,0.257473,0.265747,12091.573588,0.002571,0
5555,,,7,0.809524,17,21,8,0.256088,0.264354,10675.535704,0.002119,0
5556,,,12,0.469697,31,21,8,0.256965,0.265173,112355.701558,0.002625,0
5557,,,26,0.156923,51,21,8,0.257505,0.265974,383891.368521,0.003869,0
5558,,,2,1,1,9,8,0.255887,0.263982,0,0.001515,0
5559,,,2,1,1,9,8,0.255887,0.263982,0,0.001515,0
5560,,,3,0.666667,2,21,8,0.256757,0.264747,42.627589,0.001667,0
5561,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5562,,,3,1,3,9,8,0.271257,0.282627,0,0.006534,0
5563,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5564,,,3,0.333333,1,21,8,0.255897,0.264017,49522.270355,0.001596,0
5565,,,17,0.272059,37,9,8,0.281872,0.295786,14304.432847,0.020462,0
5566,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5567,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5568,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5569,,,3,0,0,10,8,0.255979,0.26415,11253.131396,0.00163,0
5570,,,2,1,1,9,8,0.255887,0.263982,0,0.001515,0
5571,,,2,1,1,9,8,0.255887,0.263982,0,0.001515,0
5572,,,2,0,0,9,8,0.259638,0.268547,872.475634,0.002374,0
5573,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5574,,,5,0.8,8,21,8,0.256945,0.265054,43.052526,0.001943,0
5575,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5576,,,3,0,0,9,8,0.263749,0.273166,9216.983255,0.003177,0
5577,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5578,,,4,0.5,3,125,8,0.255897,0.264027,101076,0.00168,0
5579,,,2,1,1,9,8,0.255887,0.263982,0,0.001515,0
5580,,,2,1,1,9,8,0.255887,0.263982,0,0.001515,0
5581,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5582,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5583,,,3,0.333333,1,9,8,0.258205,0.266828,1274.189766,0.00225,0
5584,,,4,0.666667,4,9,8,0.264634,0.274485,627.067209,0.003762,0
5585,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5586,,,9,0.805556,29,21,8,0.256959,0.265129,65.553516,0.002383,0
5588,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5589,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5590,,,3,1,3,9,8,0.255889,0.263997,0,0.001613,0
5591,,,3,1,3,9,8,0.255889,0.263997,0,0.001613,0
5592,,,3,1,3,9,8,0.255889,0.263997,0,0.001613,0
5593,,,4,0,0,3,8,0.26043,0.269308,17479.448883,0.002515,0
5594,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5595,,,2,1,1,21,8,0.255887,0.263982,0,0.001518,0
5596,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5597,,,2,1,1,9,8,0.255887,0.263982,0,0.001515,0
5598,,,2,1,1,9,8,0.255887,0.263982,0,0.001515,0
5599,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5600,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5601,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5602,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5603,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5604,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5605,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5606,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5608,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5609,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5610,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5611,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5612,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5613,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5615,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5616,,,2,0,0,3,8,0.256429,0.264426,12545.678792,0.001516,0
5617,,,2,0,0,2,8,0.262967,0.271899,268.125173,0.002396,0
5618,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5619,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5621,,,6,0.2,3,2,8,0.277913,0.289355,25762.241532,0.006345,0
5622,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5623,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5624,,,6,0.466667,7,6,8,0.271357,0.281581,3607.101412,0.005313,0
5625,,,17,0.338235,46,11,8,0.305807,0.321203,18578.288865,0.035789,0
5626,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5627,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
5628,,,1,0,0,9,8,0.255885,0.263967,0,0.001421,0
1050,,,220,0.12582,3031,9,8,0.335494,0.360504,908664.522304,0.300562,0
1061,,,327,0.104688,5580,9,8,0.338558,0.365834,947022.849051,0.416647,0
1091,,,49,0.440476,518,9,8,0.31599,0.335543,45283.307652,0.110773,0
1104,,,158,0.132549,1644,9,8,0.330214,0.35414,383902.459831,0.207484,0
1109,,,26,0.326154,106,31,8,0.297683,0.313654,6082.373761,0.041085,0
1191,,,103,0.250524,1316,9,8,0.325119,0.3466,140463.042521,0.178775,0
1234,,,108,0.194185,1122,9,8,0.316225,0.335739,80677.629647,0.148522,0
1300,,,55,0.185859,276,31,8,0.311006,0.327851,91895.013951,0.060894,0
1301,,,24,0.384058,106,31,8,0.305258,0.319755,7600.926891,0.041418,0
1317,,,42,0.380952,328,31,8,0.322746,0.343027,75902.610576,0.098039,0
1785,,,9,0.861111,31,9,8,0.287495,0.301268,48.688574,0.018453,0
1786,,,9,0.555556,20,9,8,0.283444,0.296416,2649.940526,0.014171,0
1787,,,20,0.457895,87,9,8,0.287316,0.301299,28878.780707,0.021124,0
1790,,,47,0.243293,263,9,8,0.298194,0.31336,57696.254198,0.044622,0
1885,,,77,0.259398,759,9,8,0.316456,0.3383,161376.717438,0.123856,0
2088,,,94,0.040952,179,9,8,0.307821,0.323306,1022152.18286,0.056948,0
2165,,,94,0.25143,1099,9,8,0.322984,0.343311,354756.333361,0.142812,0
2272,,,69,0.243393,571,31,8,0.320612,0.336129,89685.8801,0.095191,0
2573,,,77,0.312372,914,31,8,0.319845,0.336381,57228.739836,0.11445,0
2640,,,74,0.291374,787,31,8,0.320216,0.336905,98123.643837,0.112776,0
3010,,,24,0.32971,91,9,8,0.298744,0.31309,16284.8699,0.035102,0
3271,,,34,0.269162,151,15,8,0.304065,0.319523,133535.149141,0.031493,0
3464,,,4,1,6,0,8,0.287593,0.300765,0,0.012807,0
4125,,,29,0.214286,87,2,8,0.313031,0.32922,30600.3757,0.045676,0
4194,,,16,0.6,72,9,8,0.287422,0.299926,2995.18121,0.019489,0
4288,,,39,0.120108,89,5,8,0.303939,0.318541,267670.174976,0.040197,0
4293,,,73,0.265982,699,9,8,0.320902,0.340758,112248.108743,0.128483,0
4470,,,10,0.488889,22,9,8,0.272054,0.283137,6855.904965,0.008517,0
4471,,,9,0.583333,21,9,8,0.270061,0.280934,641.334452,0.007029,0
4472,,,7,0.761905,16,9,8,0.269194,0.279995,78.717727,0.006723,0
4524,,,140,0.129908,1264,31,8,0.328668,0.352335,362472.93295,0.200627,0
4527,,,27,0.396011,139,9,8,0.305524,0.324239,10893.07551,0.061872,0
4532,,,40,0.311538,243,11,8,0.304414,0.320199,10573.932296,0.061408,0
4742,,,6,1,15,31,8,0.287706,0.299313,0,0.013386,0
4872,,,11,0.527273,29,9,8,0.28527,0.298132,1829.77294,0.014624,0
4903,,,3,1,3,9,8,0.267644,0.278155,0,0.005157,0
4935,,,3,1,3,9,8,0.267644,0.278155,0,0.005157,0
4974,,,6,0.6,9,9,8,0.269789,0.28078,911.887434,0.007013,0
4996,,,2,1,1,9,8,0.267642,0.27814,0,0.005037,0
5011,,,4,0.833333,5,9,8,0.275126,0.287047,39.71175,0.008783,0
5354,,,15,0.038095,4,3,8,0.302073,0.316468,850939.936438,0.016647,0
5451,,,23,0.407115,103,9,8,0.299035,0.313689,16635.044721,0.029363,0
5658,,,18,0.333333,51,9,8,0.277407,0.289543,13352.921101,0.011935,0
5685,,,6,0.466667,7,9,8,0.291691,0.3064,539.572128,0.019014,0
6131,,,28,0.375661,142,9,8,0.309668,0.328359,40111.835386,0.06321,0
6540,,,6,0.666667,10,9,8,0.283156,0.295833,15.905955,0.011895,0
6542,,,10,0.644444,29,9,8,0.298357,0.31302,176.170531,0.035613,0
6544,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6545,,,2,1,1,31,8,0.266629,0.276781,0,0.003702,0
6546,,,6,0.466667,7,31,8,0.277111,0.289666,2189.888928,0.00876,0
6547,,,2,1,1,9,8,0.276116,0.286893,0,0.004914,0
6548,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6549,,,2,1,1,9,8,0.265637,0.275632,0,0.003681,0
6550,,,6,0.466667,7,9,8,0.273725,0.284569,229.028865,0.006391,0
6551,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6552,,,12,0.439394,29,15,8,0.298191,0.311187,19966.161951,0.024658,0
6553,,,6,0.6,9,9,8,0.278559,0.28963,293.96486,0.008924,0
6555,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6556,,,3,1,3,9,8,0.280373,0.292883,0,0.009596,0
6557,,,8,0.285714,8,15,8,0.284413,0.295978,5881.600346,0.010017,0
6558,,,2,1,1,9,8,0.273401,0.283757,0,0.005626,0
6559,,,2,1,1,9,8,0.276116,0.286893,0,0.004914,0
6560,,,35,0.139496,83,15,8,0.291732,0.305554,372709.011614,0.021253,0
6563,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6564,,,3,0.333333,1,3,8,0.280147,0.292648,69102.011213,0.009096,0
6566,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6567,,,11,0.581818,32,31,8,0.287074,0.299507,2551.393152,0.018752,0
6568,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6569,,,8,0.75,21,9,8,0.273858,0.284872,50.118471,0.008966,0
6571,,,7,0.619048,13,9,8,0.284272,0.297069,510.926011,0.012645,0
6572,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6573,,,3,0.666667,2,9,8,0.272153,0.284224,136.545763,0.007634,0
6574,,,2,0,0,31,8,0.276601,0.287924,47.297578,0.007336,0
6575,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6578,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6579,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6581,,,12,0.469697,31,15,8,0.266661,0.276992,68915.515287,0.005059,0
6582,,,24,0.42029,116,31,8,0.297559,0.312158,5189.03635,0.041124,0
6583,,,2,1,1,9,8,0.265637,0.275632,0,0.00369,0
6585,,,3,0.333333,1,3,8,0.265973,0.276014,856.577025,0.00383,0
6586,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6587,,,9,0.777778,28,31,8,0.286228,0.298685,755.825144,0.019617,0
6588,,,2,1,1,9,8,0.26836,0.278641,0,0.004261,0
6590,,,4,0.5,3,11,8,0.271152,0.281682,3431.753893,0.004572,0
6591,,,5,1,10,9,8,0.274631,0.286301,0,0.008295,0
6592,,,4,1,6,9,8,0.281524,0.294346,0,0.011603,0
6594,,,4,0.666667,4,1,8,0.286043,0.300344,961.098441,0.01357,0
6595,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6597,,,9,0.861111,31,31,8,0.284803,0.297773,79.612743,0.01385,0
6598,,,18,0.627451,96,31,8,0.296324,0.310934,1108.626956,0.039566,0
6599,,,6,1,15,14,8,0.268306,0.278868,0,0.005149,0
6600,,,12,0.424242,28,14,8,0.27277,0.284931,7707.7419,0.008732,0
6601,,,6,1,15,14,8,0.268306,0.278868,0,0.005149,0
6602,,,6,1,15,14,8,0.268306,0.278868,0,0.005149,0
6603,,,2,1,1,9,8,0.265637,0.275632,0,0.003659,0
6604,,,2,1,1,9,8,0.265637,0.275632,0,0.003659,0
6605,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6606,,,4,0.333333,2,11,8,0.266292,0.276463,998.080937,0.004141,0
6610,,,7,0.571429,12,9,8,0.284442,0.297097,6263.949816,0.013354,0
6611,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6612,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6613,,,10,0.311111,14,31,8,0.291972,0.305633,12047.182273,0.014423,0
6614,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6615,,,7,0.428571,9,9,8,0.27434,0.28568,8748.643326,0.008595,0
6616,,,2,0,0,23,8,0.267848,0.278016,3890.376763,0.004065,0
6617,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6618,,,9,0.583333,21,9,8,0.286654,0.300585,209.087085,0.019485,0
6619,,,2,1,1,9,8,0.268046,0.278622,0,0.005157,0
6620,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6621,,,4,0.833333,5,9,8,0.277904,0.290504,399.397433,0.010489,0
6622,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6623,,,7,0.761905,16,14,8,0.278067,0.290122,199.955638,0.010341,0
6624,,,2,1,1,9,8,0.266223,0.276323,0,0.004065,0
6625,,,3,1,3,9,8,0.273718,0.284524,0,0.00607,0
6627,,,9,0.777778,28,31,8,0.286228,0.298685,755.825144,0.019617,0
6628,,,8,0.785714,22,31,8,0.285788,0.298186,705.002771,0.01805,0
6629,,,4,1,6,31,8,0.26609,0.276143,0,0.0042,0
6630,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6631,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6633,,,20,0.336842,64,9,8,0.287637,0.299543,11599.645188,0.020289,0
6634,,,5,1,10,9,8,0.270016,0.280342,0,0.006007,0
6635,,,5,1,10,9,8,0.270016,0.280342,0,0.006007,0
6636,,,5,1,10,9,8,0.270016,0.280342,0,0.006007,0
6637,,,6,0.533333,8,9,8,0.268055,0.278682,1850.468357,0.005564,0
6638,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6639,,,3,1,3,9,8,0.265639,0.275647,0,0.003791,0
6640,,,3,1,3,9,8,0.265639,0.275647,0,0.003791,0
6642,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6643,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6644,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6646,,,14,0.384615,35,15,8,0.294645,0.308924,92126.873279,0.021445,0
6647,,,8,0.357143,10,9,8,0.281573,0.294251,1391.103571,0.012308,0
6648,,,3,1,3,9,8,0.282778,0.295342,0,0.010738,0
6649,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6650,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6651,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6652,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6655,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6656,,,10,0.222222,10,15,8,0.310796,0.325471,55496.730315,0.029284,0
6659,,,3,1,3,15,8,0.267735,0.277905,0,0.004018,0
6660,,,3,1,3,15,8,0.267735,0.277905,0,0.004018,0
6661,,,2,1,1,11,8,0.269157,0.279611,0,0.004202,0
6662,,,1,0,0,9,8,0.265635,0.275617,0,0.003552,0
6663,,,8,0.214286,6,15,8,0.280939,0.294009,24061.464829,0.010011,0
1882,,,20,0.378947,72,9,8,0.278018,0.289952,5848.567269,0.014949,0
2125,,,10,0.4,18,9,8,0.264596,0.274744,2792.889979,0.005373,0
2138,,,8,0.392857,11,9,8,0.274017,0.286036,7345.42772,0.010191,0
2749,,,31,0.387097,180,9,8,0.31182,0.32912,23965.464491,0.074309,0
3065,,,56,0.199351,307,31,8,0.322437,0.343206,214501.882334,0.106698,0
3726,,,9,0.444444,16,15,8,0.291333,0.30442,17127.71882,0.012776,0
4316,,,8,0.607143,17,9,8,0.277693,0.288748,274.262407,0.010182,0
5938,,,14,0.571429,52,31,8,0.291954,0.304247,1565.269386,0.024865,0
6271,,,48,0.265071,299,11,8,0.311101,0.332156,52926.607695,0.081832,0
6818,,,11,0.472727,26,9,8,0.286286,0.297829,2782.956777,0.015467,0
6865,,,20,0.463158,88,31,8,0.290772,0.303512,5868.466891,0.025231,0
7865,,,2,1,1,9,8,0.255983,0.264786,0,0.002361,0
7866,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7867,,,2,0,0,9,8,0.254285,0.2628,33694,0.002007,0
7868,,,6,1,15,9,8,0.254475,0.263121,0,0.002952,0
7869,,,9,0.694444,25,9,8,0.26294,0.272692,331.506297,0.005213,0
7870,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7871,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7872,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7873,,,25,0.353333,106,9,8,0.283516,0.2977,19427.665589,0.02372,0
7874,,,2,1,1,9,8,0.255232,0.264019,0,0.002424,0
7875,,,7,0.52381,11,9,8,0.264318,0.274367,11538.116074,0.004875,0
7876,,,21,0.347619,73,9,8,0.271327,0.282595,6261.276393,0.011848,0
7877,,,6,1,15,9,8,0.260334,0.270106,0,0.004461,0
7878,,,6,1,15,9,8,0.260334,0.270106,0,0.004461,0
7879,,,6,1,15,9,8,0.260334,0.270106,0,0.004461,0
7880,,,2,1,1,31,8,0.255633,0.264294,0,0.002119,0
7881,,,3,0,0,3,8,0.268087,0.279049,18565.130713,0.004486,0
7882,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7883,,,9,0.444444,16,11,8,0.287279,0.300149,6667.487214,0.014412,0
7884,,,5,1,10,9,8,0.254315,0.262884,0,0.002546,0
7885,,,3,0.666667,2,9,8,0.255985,0.264801,39.006623,0.002457,0
7886,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7887,,,2,1,1,9,8,0.25454,0.2631,0,0.002431,0
7888,,,31,0.365591,170,9,8,0.305798,0.32346,50942.934084,0.058745,0
7889,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7890,,,10,0.266667,12,9,8,0.268773,0.280587,20758.551193,0.006764,0
7891,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7892,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7893,,,8,0.642857,18,9,8,0.261845,0.271748,1354.426018,0.004474,0
7894,,,12,0.515152,34,9,8,0.25567,0.264286,77.087927,0.003722,0
7895,,,3,0.333333,1,128,8,0.254288,0.262819,67386,0.002094,0
7896,,,2,1,1,31,8,0.265641,0.275734,0,0.004297,0
7897,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7898,,,7,0.904762,19,9,8,0.254327,0.262926,0.508359,0.002919,0
7899,,,5,1,10,9,8,0.271034,0.282416,0,0.007145,0
7900,,,6,1,15,9,8,0.265355,0.275858,0,0.007013,0
7901,,,4,1,6,9,8,0.260163,0.269842,0,0.003798,0
7902,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7903,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7906,,,3,1,3,9,8,0.254285,0.26281,0,0.002122,0
7907,,,3,1,3,9,8,0.254285,0.26281,0,0.002122,0
7908,,,3,1,3,9,8,0.254285,0.26281,0,0.002122,0
7909,,,8,0.285714,8,31,8,0.288719,0.302121,3533.83626,0.015564,0
7910,,,2,1,1,9,8,0.254283,0.262795,0,0.002026,0
7911,,,2,1,1,9,8,0.25429,0.262814,0,0.002055,0
7912,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7913,,,5,0.6,6,9,8,0.272922,0.283705,2360.305802,0.005959,0
7914,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7915,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7916,,,2,1,1,9,8,0.254283,0.262795,0,0.002022,0
7917,,,2,1,1,9,8,0.254283,0.262795,0,0.002022,0
7918,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7920,,,2,0,0,34,8,0.254838,0.263321,1971.183334,0.002026,0
7921,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7922,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7923,,,4,1,6,15,8,0.258631,0.267135,0,0.002313,0
7924,,,6,1,15,9,8,0.254325,0.262911,0,0.002817,0
7925,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7926,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7928,,,1,0,0,9,8,0.254281,0.26278,0,0.001925,0
7929,,,4,0.5,3,3,8,0.254407,0.263018,6371.210824,0.002297,0
7932,,,4,1,6,15,8,0.258631,0.267135,0,0.002313,0
7933,,,4,1,6,15,8,0.258631,0.267135,0,0.002313,0
7934,,,5,1,10,9,8,0.254796,0.263499,0,0.002701,0
7935,,,8,0.714286,20,9,8,0.25481,0.263556,784.281615,0.003228,0
1192,,,19,0.380117,65,31,8,0.298789,0.315633,13664.285279,0.040084,0
2444,,,2,1,1,9,8,0.249946,0.257784,0,0.001609,0
4132,,,86,0.091929,336,15,8,0.316703,0.333503,209564.907291,0.068668,0
1069,,,130,0.187716,1574,9,8,0.329484,0.351442,369619.353434,0.205977,0
1102,,,76,0.27193,775,9,8,0.321618,0.343077,115535.560096,0.131904,0
1181,,,40,0.282051,220,9,8,0.305748,0.32315,21079.411351,0.062155,0
1242,,,71,0.206439,513,9,8,0.31031,0.327874,46677.917293,0.101736,0
1827,,,53,0.270682,373,9,8,0.308492,0.325175,40283.756814,0.062797,0
1828,,,37,0.258258,172,9,8,0.297614,0.31091,29069.729148,0.037355,0
1837,,,13,0.615385,48,9,8,0.27115,0.283568,123.733874,0.014136,0
1838,,,46,0.302415,313,9,8,0.305552,0.321918,62611.870529,0.05262,0
1843,,,60,0.235593,417,9,8,0.299748,0.312988,18083.939956,0.056178,0
1845,,,17,0.566176,77,9,8,0.275374,0.28797,591.40062,0.015153,0
